,content,pubtime,username,numlikes,id,vote,rootcmt
112,不生，我自己都没办法好好控制自己的情绪，生孩子难道让孩子面对一个阴晴不定的母亲吗,1711783241,小芊一拳打爆地球,1,214630929040,-999,0
113,不喜欢小孩，还害怕生育风险，就是怕死。现在怀孕了，甚至由于担心生育风险，偷偷写了遗嘱。但感觉社会普遍还是生孩子的，朋友说不喜欢小孩，但也都生了。而且妈妈希望我生孩子，甚至怕我年纪大，找不到合适的对象，来不及再合适的年龄生育（我说过不当高龄产妇，因为死亡率高）要出钱给我做试管，然后朋友说我妈很开明…仔细想想以后没有小孩，万一要手术，可能都没有人给你签字，也很麻烦，所以综合下来还是生孩子比较好，也算为社会做贡献了,1711767124,luluaime,0,214596257216,-999,0
114,被坏人伤透了心，不知怎样养孩子。养成个好孩子，被坏人收割吗？,1711757506,loser931,1,214580070224,-999,0
115,成为父母不需要审核考试真是一件可怕的事,1711735154,黎明前的黑暗很暗,0,214566922528,-999,0
116,孩子给我们带来了欢乐，我们要做的就是尽量不让孩子后悔来到我们这个家庭,1711722381,屁股大防御高,0,214541113920,1,0
117,男女比例失衡我们想生也得有婚结呀不结婚也得有朋友谈呀[吃瓜],1711712407,领博,1,214517269040,-999,0
118,生了就负责，没生也是自己的选择，过好自己的就好。,1711707838,性感小奶猫11,0,214506500752,-999,0
119,这个事就是只要你愿意，无所谓了，就像我们都鼓励别人家女的穿的像站街的穿衣自由一样[嗑瓜子],1711691831,毛绒绒狮子座,0,214476875936,-999,0
120,[tv_大哭]我是单身狗…失去了生育的权利。但是喜欢不喜欢生小孩是个人的选择。我支持自己如果遇到爱的人想一起孕育属于我们两个人的宝宝，但也不反对别人不想生的选择……但我也会羡慕别人有老公可以生，偶尔也酸那些有老公却不想生的，因为我没对象没结婚没配偶和我一起完成这个事情（我不接受任何不结婚生孩子的行为，本能的抗拒一切不考虑孩子感受的单亲模式家庭,1711602567,淼淼十六月,1,214333119360,-999,0
121,不是说自己很苦 而是没发现把孩子带来世界的意义 或许我的能力只够让他 苦难和幸福五五分 那还是不要了[生病],1711586038,57211803016_bili,0,214302712304,2,0
122,生吧生吧，人类的延续靠你们啦[星星眼]我穷我尽量独善其身别危害社会,1711553295,喜欢小饼干的大橘,1,214273256624,2,0
123,"这么多年一直想给自己留足够的喘息时间，还有好多想做的事没做，总得自己先活的有盼头再考虑这些吧[笑哭]
每天上学上班，回来又是群里一堆一堆的消息和做不完的工作，消停不了一点。
能挤出点时间打游戏听音乐放松放松就烧高香了，养孩子？自己和孩子总得有一个要被磨死，反正以我的性格，被磨死的肯定不是我[笑哭]",1711549626,安可-有害毛绒,1,214263817536,2,0
124,生不生是个人的权力，但拿这件事情出来大肆宣扬，不是蠢就是坏,1711539272,大大李皮,0,214239137344,-999,0
125,我选择生。但我会在确保能让孩子过上幸福生活的前提下去生[打call],1711451816,嗑糖少女鸭,0,214097604896,-999,0
126,生女儿怎么了，女儿长大了也要给买房子车子！,1711438913,千山紀,2,214070670560,-999,0
127,我家猫都绝育了，专家家的猫生几胎？,1711370895,椰奶能量守恒,4,213972325872,-999,0
128,我们可以结婚呀，干嘛要生孩子，生个孩子把年轻夫妻胁迫二十几年甚至离婚，可怜啊,1711370846,椰奶能量守恒,2,213972202096,-999,0
129,我支持他们多生，毕竟以后我还是需要外卖员、快递员、服务员，至于养老保险那玩意 我能活到那时候在说[Cat!_chips],1711364532,xxx9,2,213957093088,2,0
130,大多数年轻人做着不喜欢的工作，拿着微薄的工资，再加上生育带来的成本，生活只会过的雪上加霜。,1711363715,秋思远-反内卷达人,1,213955100512,-999,0
131,小时候想养宠物 家里人会说这个可是一条生命，你有能力养好吗？生孩子却从没人这么说,1711363539,小胡不喝津威了,3,213954678480,-999,0
132,"不生的理由1、夫妻没有稳定铁饭碗工作，自己老年如何生存都是问题，老年不能给孩子任何帮助只能成为孩子最大的负担
                    2、父母那代都是晚婚晚育，我们还年轻可他们已经年迈身体出了问题，双方四个老人需要照顾已经很疲惫了根本没精力再照顾下一代
                    3、父母认知和受教育水平不高，不放心老人教育即便有孩子也不敢让老人带，工作生活压力已经疲于奔命了又没有人分担代孩子不如不生
                    4、家里没江山继承，在自己有限的生命里现有的压力已经够了，未来老年的压力都不敢想，不能给孩子提供优质无忧的生活更不想孩子委屈
                    5、没有优秀于常人的基因，生的孩子不可能基因突变卷赢并突破阶级改变命运，怎么挣扎培养最终也不过是大多平庸者的一员罢了，平庸的  家庭如何卷赢人家三代的积累和努力，奇迹的概率不会发生自己身上没那个运气。
                        想养儿防老就算了吧，你的孩子都65也可能更老退休了，你能不能活到九十多到他们退休得闲照顾你都成问题，等儿女那代要拖着老迈的身体工作养家照顾孩子如何分身照顾老年卧床或是常年多次医院的你，等你老了经历独生子女照顾四个老人还要延迟退休养家没还完的房贷，微薄的收入根本请不起看护也没钱送父母去好的康养中心，更可怕的是灵活就业者晚年没工作还要交社保钱只能打零工干保洁别说照顾父母生存都是问题，经历了这些就会明白什么是不生是最大的善良了！不想让下一代重复这样的人生，不生就是对自己善良也是对子女善良，以上观点仅适用劳苦大众家里有矿除外。",1711361239,神気的小松松,2,213949098592,2,0
133,反正我不准备结婚生子，但是我有点担心自己老了以后要是生病在医院谁来照顾我[笑哭],1711352986,Avrilelix,0,213932880880,-999,0
134,生是因为等到那一天我觉得世界很美好的时候我想让你也来体验一下（目前还没有），不生是因为我自己还没活明白自己，自顾不暇。等我活明白自己了，也终于觉得这个世界足够强大的美好，我会自愿选择生一个孩子让他来分享美好的世界体验,1711349824,用户1368795429657,0,213927359152,-999,0
135,我觉得吧，生不生孩子的人里面都有自私的人，只能说尊重每一位清醒并且明白自己选择的人。让那些试图把自己人生左右别人人生的人，闭嘴🤐,1711343816,我是啾啾的妈妈,1,213916725760,-999,0
136,对于现在年轻人来讲养育一个小孩成本太高了，我周围结婚的哥哥姐姐和一些同学都是家里帮助，一个月拿一点工资自己生活都不够怎么结婚生孩子？生了拿什么养？,1711343352,洛蒙,0,213915771024,2,0
137,我不想要小孩，之前男朋友总说一定要，那么我们至少得有房，结果他目前也没能力，除此之外他对我也没有那么关心爱护，之前讨论还说我要生了他要是老板不让他请假他就真的不来了，他说不能为了这个丢掉工作。这几天分手了，总算逃离了，不过老实说如果真的被丈夫疼爱，条件也充足的情况下，我也许会想要一个。,1711342256,空空绝不回头,1,213913280928,2,0
138,我只能说，生活是自己的，没人关心你怎么样，也别假装关心别人怎么样。,1711341194,无头骑士刘妥妥,0,213910609088,-999,0
139,作为上当人 强烈建议家里没矿千万别生 不然你会深刻了解什么叫做生活质量直线下降（不只是经济）当然有钱可以解决90%以上的问题,1711330615,TonnyCross,0,213890208448,-999,0
140,你打算丁克的话，最好也别结婚；你都不在乎老无所依了，最好也别给自己找麻烦，尤其是女生；当然有真爱，有人相伴还是很祝福。,1711291971,小小莫莫子,0,213848578960,-999,0
141,莫名其妙的论点,1711256133,李我不会,2,213763112416,-999,0
142,如果有的选，我不想来到这个世界，又穷又苦的一生，无限索取的父母,1711204992,AdamLambert_Fan,0,213688341264,-999,0
143,我选择不生孩子，至少晚婚晚育，是因为第一我有我妈那边遗传下来的免疫病，不致命但是皮肤有问题，我从小治到大有多折磨我心里清楚，如果继续遗传给下一个女孩我不会原谅自己。第二，我妈妈从小无故打骂虐待我，并且我初中时病危，全家就她一个说不治了，留着钱给她买房子，她在工作上人品差到真正意义上的一个朋友都没有。虽然我看了很多书，也见识过很多幸福的家庭，但没有亲身体会，我不认为我有能力摆脱我母亲的阴影，我现在性格都相对孤僻不合群，都才刚刚学会怎么和同龄人相处。如果我没有成长到有足够的底气和脾气容忍一个人的所有而不让那些虐待通过我投射到她身上，那我就通过不生育让谁都不要经历有这么一个母亲的人生。,1711197988,Havesomewater,0,213669367152,2,0
144,试管好像可以决定性别来着,1711188213,地平线上的浊流,1,213643754928,2,0
145,我已婚已育，对于未婚未育的朋友会他们劝三思而后行。但是对于孩子这个问题，重来一次我可能会选择去父留子[喜极而泣]我劝大家别生孩子，因为确实真的这是一份一直到死都要背负的责任，生孩子前一定要考虑清楚。我想对于这个问题我更后悔的是结婚，重来一次我一定要当单亲妈妈，有孩子有父母有朋友，我的人生圆满了。,1711173928,海绵BOOooo,1,213612906752,1,0
146,我想生是因为我爱小孩，我不生也是因为这个(),1711173783,一朝厢鹤,0,213612586960,-999,0
147,"生是看到了我和老公的爸妈年纪大了之后，他们对亲情的珍视，人到中年之后的生活大多是平静的没什么水花的，下一代像是能带着他们探索世界的先锋。
看到得了乳腺癌的同事在庆幸已经生了孩子，更有继续斗争的动力，最后也确实战胜了病魔。我在想换作是一个无牵无挂的人，可能会拿着重疾险的赔偿去潇洒潇洒然后草草死去。
还有我确实有私心，我想在孩子身上，以一个第三视角，在物质条件好一点的状态下，再度过一个快乐的童年。经历了一些事情后，亲人总是更显珍贵的，像是个稳定的内核，抚慰毛毛躁躁的心。",1711154250,Su大柴,1,213569171072,1,0
148,现在的丁克恰恰是责任感太强才不选择去生孩子的，你自己小时候得不到的好东西你还不愿意给你孩子买，天天拿着我们也不容易没钱这套来搪塞孩子，既然你连这种孩子最基本的要求的满足不了还要孩子干嘛？,1711154104,深渊织命者,0,213568933824,-999,0
